Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:10:06.100000,MAG,20,0 days 00:01:23.691000,52.0,2.0,,,0 days 00:00:27.688000,0 days 00:00:28.525000,0 days 00:00:27.478000,0 days 02:09:10.096000,0 days 02:09:38.621000,0 days 02:10:06.099000,,320.0,314.0,322.0,False,HARD,38.0,True,Haas F1 Team,0 days 02:08:42.409000,2024-09-01 14:16:26.328,1,9.0,False,,False,True
0 days 02:11:29.815000,MAG,20,0 days 00:01:23.715000,53.0,2.0,,,0 days 00:00:27.488000,0 days 00:00:28.468000,0 days 00:00:27.759000,0 days 02:10:33.587000,0 days 02:11:02.055000,0 days 02:11:29.814000,317.0,328.0,311.0,323.0,False,HARD,39.0,True,Haas F1 Team,0 days 02:10:06.100000,2024-09-01 14:17:50.019,1,9.0,False,,False,True
0 days 00:57:23.197000,ALO,14,0 days 00:01:32.411000,1.0,1.0,,,,0 days 00:00:32.154000,0 days 00:00:29.198000,,0 days 00:56:54.148000,0 days 00:57:23.328000,329.0,315.0,312.0,281.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,10.0,False,,False,False
0 days 00:58:50.433000,ALO,14,0 days 00:01:27.236000,2.0,1.0,,,0 days 00:00:28.200000,0 days 00:00:29.932000,0 days 00:00:29.104000,0 days 00:57:51.413000,0 days 00:58:21.345000,0 days 00:58:50.449000,313.0,335.0,310.0,322.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:57:23.197000,2024-09-01 13:05:07.116,1,10.0,False,,False,True
0 days 01:00:16.843000,ALO,14,0 days 00:01:26.410000,3.0,1.0,,,0 days 00:00:27.646000,0 days 00:00:29.926000,0 days 00:00:28.838000,0 days 00:59:18.095000,0 days 00:59:48.021000,0 days 01:00:16.859000,319.0,331.0,310.0,335.0,True,MEDIUM,4.0,False,Aston Martin,0 days 00:58:50.433000,2024-09-01 13:06:34.352,1,10.0,False,,False,True
0 days 01:01:43.254000,ALO,14,0 days 00:01:26.411000,4.0,1.0,,,0 days 00:00:27.728000,0 days 00:00:29.844000,0 days 00:00:28.839000,0 days 01:00:44.587000,0 days 01:01:14.431000,0 days 01:01:43.270000,316.0,328.0,309.0,332.0,False,MEDIUM,5.0,False,Aston Martin,0 days 01:00:16.843000,2024-09-01 13:08:00.762,1,10.0,False,,False,True
0 days 01:03:09.472000,ALO,14,0 days 00:01:26.218000,5.0,1.0,,,0 days 00:00:27.846000,0 days 00:00:29.573000,0 days 00:00:28.799000,0 days 01:02:11.116000,0 days 01:02:40.689000,0 days 01:03:09.488000,314.0,328.0,309.0,318.0,True,MEDIUM,6.0,False,Aston Martin,0 days 01:01:43.254000,2024-09-01 13:09:27.173,1,10.0,False,,False,True
0 days 01:04:35.383000,ALO,14,0 days 00:01:25.911000,6.0,1.0,,,0 days 00:00:27.675000,0 days 00:00:29.468000,0 days 00:00:28.768000,0 days 01:03:37.163000,0 days 01:04:06.631000,0 days 01:04:35.399000,316.0,329.0,310.0,332.0,True,MEDIUM,7.0,False,Aston Martin,0 days 01:03:09.472000,2024-09-01 13:10:53.391,1,10.0,False,,False,True
0 days 01:06:01.333000,ALO,14,0 days 00:01:25.950000,7.0,1.0,,,0 days 00:00:27.644000,0 days 00:00:29.453000,0 days 00:00:28.853000,0 days 01:05:03.043000,0 days 01:05:32.496000,0 days 01:06:01.349000,317.0,329.0,309.0,333.0,False,MEDIUM,8.0,False,Aston Martin,0 days 01:04:35.383000,2024-09-01 13:12:19.302,1,10.0,False,,False,True
0 days 01:07:27.026000,ALO,14,0 days 00:01:25.693000,8.0,1.0,,,0 days 00:00:27.692000,0 days 00:00:29.426000,0 days 00:00:28.575000,0 days 01:06:29.041000,0 days 01:06:58.467000,0 days 01:07:27.042000,,329.0,311.0,330.0,True,MEDIUM,9.0,False,Aston Martin,0 days 01:06:01.333000,2024-09-01 13:13:45.252,1,10.0,False,,False,True
0 days 01:08:52.995000,ALO,14,0 days 00:01:25.969000,9.0,1.0,,,0 days 00:00:27.763000,0 days 00:00:29.441000,0 days 00:00:28.765000,0 days 01:07:54.805000,0 days 01:08:24.246000,0 days 01:08:53.011000,315.0,327.0,309.0,332.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:07:27.026000,2024-09-01 13:15:10.945,1,10.0,False,,False,True
0 days 01:10:18.827000,ALO,14,0 days 00:01:25.832000,10.0,1.0,,,0 days 00:00:27.776000,0 days 00:00:29.322000,0 days 00:00:28.734000,0 days 01:09:20.787000,0 days 01:09:50.109000,0 days 01:10:18.843000,313.0,329.0,309.0,330.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:08:52.995000,2024-09-01 13:16:36.914,1,10.0,False,,False,True
0 days 01:11:44.585000,ALO,14,0 days 00:01:25.758000,11.0,1.0,,,0 days 00:00:27.679000,0 days 00:00:29.305000,0 days 00:00:28.774000,0 days 01:10:46.522000,0 days 01:11:15.827000,0 days 01:11:44.601000,316.0,328.0,309.0,334.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:10:18.827000,2024-09-01 13:18:02.746,1,10.0,False,,False,True
0 days 01:13:14.325000,ALO,14,0 days 00:01:29.740000,12.0,1.0,,0 days 01:13:10.512000,0 days 00:00:27.725000,0 days 00:00:29.375000,0 days 00:00:32.640000,0 days 01:12:12.326000,0 days 01:12:41.701000,0 days 01:13:14.341000,317.0,317.0,,333.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:11:44.585000,2024-09-01 13:19:28.504,1,11.0,False,,False,False
0 days 01:14:59.919000,ALO,14,0 days 00:01:45.594000,13.0,2.0,0 days 01:13:35.387000,,0 days 00:00:47.982000,0 days 00:00:29.068000,0 days 00:00:28.544000,0 days 01:14:02.323000,0 days 01:14:31.391000,0 days 01:14:59.935000,318.0,307.0,308.0,284.0,False,HARD,2.0,False,Aston Martin,0 days 01:13:14.325000,2024-09-01 13:20:58.244,1,15.0,False,,False,False
0 days 01:16:25.751000,ALO,14,0 days 00:01:25.832000,14.0,2.0,,,0 days 00:00:28.319000,0 days 00:00:29.115000,0 days 00:00:28.398000,0 days 01:15:28.254000,0 days 01:15:57.369000,0 days 01:16:25.767000,313.0,330.0,312.0,314.0,False,HARD,3.0,False,Aston Martin,0 days 01:14:59.919000,2024-09-01 13:22:43.838,1,16.0,False,,False,True
0 days 01:17:50.421000,ALO,14,0 days 00:01:24.670000,15.0,2.0,,,0 days 00:00:27.354000,0 days 00:00:29.014000,0 days 00:00:28.302000,0 days 01:16:53.121000,0 days 01:17:22.135000,0 days 01:17:50.437000,318.0,329.0,311.0,336.0,True,HARD,4.0,False,Aston Martin,0 days 01:16:25.751000,2024-09-01 13:24:09.670,1,15.0,False,,False,True
0 days 01:19:15.035000,ALO,14,0 days 00:01:24.614000,16.0,2.0,,,0 days 00:00:27.417000,0 days 00:00:28.890000,0 days 00:00:28.307000,0 days 01:18:17.854000,0 days 01:18:46.744000,0 days 01:19:15.051000,317.0,329.0,312.0,332.0,True,HARD,5.0,False,Aston Martin,0 days 01:17:50.421000,2024-09-01 13:25:34.340,1,14.0,False,,False,True
0 days 01:20:39.609000,ALO,14,0 days 00:01:24.574000,17.0,2.0,,,0 days 00:00:27.359000,0 days 00:00:28.999000,0 days 00:00:28.216000,0 days 01:19:42.410000,0 days 01:20:11.409000,0 days 01:20:39.625000,,330.0,313.0,330.0,True,HARD,6.0,False,Aston Martin,0 days 01:19:15.035000,2024-09-01 13:26:58.954,1,13.0,False,,False,True
0 days 01:22:04.491000,ALO,14,0 days 00:01:24.882000,18.0,2.0,,,0 days 00:00:27.422000,0 days 00:00:29.308000,0 days 00:00:28.152000,0 days 01:21:07.047000,0 days 01:21:36.355000,0 days 01:22:04.507000,,319.0,310.0,337.0,False,HARD,7.0,False,Aston Martin,0 days 01:20:39.609000,2024-09-01 13:28:23.528,1,12.0,True,TRACK LIMITS AT TURN 4 LAP 18 ,False,True
0 days 01:23:29.805000,ALO,14,0 days 00:01:25.314000,19.0,2.0,,,0 days 00:00:27.727000,0 days 00:00:29.237000,0 days 00:00:28.350000,0 days 01:22:32.234000,0 days 01:23:01.471000,0 days 01:23:29.821000,316.0,315.0,312.0,322.0,False,HARD,8.0,False,Aston Martin,0 days 01:22:04.491000,2024-09-01 13:29:48.410,1,12.0,False,,False,True
0 days 01:24:55.481000,ALO,14,0 days 00:01:25.676000,20.0,2.0,,,0 days 00:00:27.650000,0 days 00:00:29.606000,0 days 00:00:28.420000,0 days 01:23:57.471000,0 days 01:24:27.077000,0 days 01:24:55.497000,318.0,320.0,310.0,324.0,False,HARD,9.0,False,Aston Martin,0 days 01:23:29.805000,2024-09-01 13:31:13.724,1,11.0,False,,False,True
0 days 01:26:20.778000,ALO,14,0 days 00:01:25.297000,21.0,2.0,,,0 days 00:00:27.651000,0 days 00:00:29.091000,0 days 00:00:28.555000,0 days 01:25:23.148000,0 days 01:25:52.239000,0 days 01:26:20.794000,,330.0,315.0,328.0,False,HARD,10.0,False,Aston Martin,0 days 01:24:55.481000,2024-09-01 13:32:39.400,1,11.0,False,,False,True
0 days 01:27:46.229000,ALO,14,0 days 00:01:25.451000,22.0,2.0,,,0 days 00:00:28.055000,0 days 00:00:29.253000,0 days 00:00:28.143000,0 days 01:26:48.849000,0 days 01:27:18.102000,0 days 01:27:46.245000,316.0,316.0,311.0,333.0,False,HARD,11.0,False,Aston Martin,0 days 01:26:20.778000,2024-09-01 13:34:04.697,1,10.0,False,,False,True
0 days 01:29:11.246000,ALO,14,0 days 00:01:25.017000,23.0,2.0,,,0 days 00:00:27.751000,0 days 00:00:29.089000,0 days 00:00:28.177000,0 days 01:28:13.996000,0 days 01:28:43.085000,0 days 01:29:11.262000,314.0,312.0,310.0,324.0,False,HARD,12.0,False,Aston Martin,0 days 01:27:46.229000,2024-09-01 13:35:30.148,1,10.0,False,,False,True
0 days 01:30:35.834000,ALO,14,0 days 00:01:24.588000,24.0,2.0,,,0 days 00:00:27.580000,0 days 00:00:29.009000,0 days 00:00:27.999000,0 days 01:29:38.842000,0 days 01:30:07.851000,0 days 01:30:35.850000,317.0,315.0,311.0,322.0,False,HARD,13.0,False,Aston Martin,0 days 01:29:11.246000,2024-09-01 13:36:55.165,1,10.0,False,,False,True
0 days 01:32:00.338000,ALO,14,0 days 00:01:24.504000,25.0,2.0,,,0 days 00:00:27.542000,0 days 00:00:28.839000,0 days 00:00:28.123000,0 days 01:31:03.392000,0 days 01:31:32.231000,0 days 01:32:00.354000,,318.0,313.0,330.0,True,HARD,14.0,False,Aston Martin,0 days 01:30:35.834000,2024-09-01 13:38:19.753,1,10.0,False,,False,True
0 days 01:33:25.275000,ALO,14,0 days 00:01:24.937000,26.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:28.905000,0 days 00:00:28.397000,0 days 01:32:27.989000,0 days 01:32:56.894000,0 days 01:33:25.291000,319.0,326.0,315.0,324.0,False,HARD,15.0,False,Aston Martin,0 days 01:32:00.338000,2024-09-01 13:39:44.257,1,10.0,False,,False,True
0 days 01:34:50.166000,ALO,14,0 days 00:01:24.891000,27.0,2.0,,,0 days 00:00:27.614000,0 days 00:00:29.047000,0 days 00:00:28.230000,0 days 01:33:52.905000,0 days 01:34:21.952000,0 days 01:34:50.182000,312.0,313.0,310.0,347.0,False,HARD,16.0,False,Aston Martin,0 days 01:33:25.275000,2024-09-01 13:41:09.194,1,9.0,False,,False,True
0 days 01:36:14.891000,ALO,14,0 days 00:01:24.725000,28.0,2.0,,,0 days 00:00:27.700000,0 days 00:00:28.845000,0 days 00:00:28.180000,0 days 01:35:17.882000,0 days 01:35:46.727000,0 days 01:36:14.907000,316.0,314.0,311.0,321.0,False,HARD,17.0,False,Aston Martin,0 days 01:34:50.166000,2024-09-01 13:42:34.085,1,9.0,False,,False,True
0 days 01:37:39.902000,ALO,14,0 days 00:01:25.011000,29.0,2.0,,,0 days 00:00:27.785000,0 days 00:00:28.998000,0 days 00:00:28.228000,0 days 01:36:42.692000,0 days 01:37:11.690000,0 days 01:37:39.918000,315.0,313.0,310.0,324.0,False,HARD,18.0,False,Aston Martin,0 days 01:36:14.891000,2024-09-01 13:43:58.810,1,9.0,False,,False,True
0 days 01:39:04.941000,ALO,14,0 days 00:01:25.039000,30.0,2.0,,,0 days 00:00:27.817000,0 days 00:00:28.996000,0 days 00:00:28.226000,0 days 01:38:07.735000,0 days 01:38:36.731000,0 days 01:39:04.957000,316.0,313.0,310.0,322.0,False,HARD,19.0,False,Aston Martin,0 days 01:37:39.902000,2024-09-01 13:45:23.821,1,9.0,False,,False,True
0 days 01:40:30.069000,ALO,14,0 days 00:01:25.128000,31.0,2.0,,,0 days 00:00:27.745000,0 days 00:00:29.032000,0 days 00:00:28.351000,0 days 01:39:32.702000,0 days 01:40:01.734000,0 days 01:40:30.085000,315.0,312.0,309.0,321.0,False,HARD,20.0,False,Aston Martin,0 days 01:39:04.941000,2024-09-01 13:46:48.860,1,9.0,False,,False,True
0 days 01:41:55.168000,ALO,14,0 days 00:01:25.099000,32.0,2.0,,,0 days 00:00:27.842000,0 days 00:00:29.023000,0 days 00:00:28.234000,0 days 01:40:57.927000,0 days 01:41:26.950000,0 days 01:41:55.184000,316.0,313.0,310.0,322.0,False,HARD,21.0,False,Aston Martin,0 days 01:40:30.069000,2024-09-01 13:48:13.988,1,9.0,False,,False,True
0 days 01:43:20.457000,ALO,14,0 days 00:01:25.289000,33.0,2.0,,,0 days 00:00:27.861000,0 days 00:00:29.179000,0 days 00:00:28.249000,0 days 01:42:23.045000,0 days 01:42:52.224000,0 days 01:43:20.473000,315.0,312.0,310.0,,False,HARD,22.0,False,Aston Martin,0 days 01:41:55.168000,2024-09-01 13:49:39.087,1,9.0,False,,False,True
0 days 01:44:45.540000,ALO,14,0 days 00:01:25.083000,34.0,2.0,,,0 days 00:00:27.763000,0 days 00:00:29.148000,0 days 00:00:28.172000,0 days 01:43:48.236000,0 days 01:44:17.384000,0 days 01:44:45.556000,,312.0,310.0,319.0,False,HARD,23.0,False,Aston Martin,0 days 01:43:20.457000,2024-09-01 13:51:04.376,1,8.0,False,,False,True
0 days 01:46:15.339000,ALO,14,0 days 00:01:29.799000,35.0,2.0,,0 days 01:46:11.502000,0 days 00:00:27.731000,0 days 00:00:29.264000,0 days 00:00:32.804000,0 days 01:45:13.287000,0 days 01:45:42.551000,0 days 01:46:15.355000,314.0,311.0,,,False,HARD,24.0,False,Aston Martin,0 days 01:44:45.540000,2024-09-01 13:52:29.459,1,9.0,False,,False,False
0 days 01:47:59.491000,ALO,14,0 days 00:01:44.152000,36.0,3.0,0 days 01:46:36.063000,,0 days 00:00:47.393000,0 days 00:00:28.833000,0 days 00:00:27.926000,0 days 01:47:02.748000,0 days 01:47:31.581000,0 days 01:47:59.507000,316.0,310.0,312.0,285.0,False,HARD,3.0,False,Aston Martin,0 days 01:46:15.339000,2024-09-01 13:53:59.258,1,14.0,False,,False,False
0 days 01:49:23.194000,ALO,14,0 days 00:01:23.703000,37.0,3.0,,,0 days 00:00:27.430000,0 days 00:00:28.449000,0 days 00:00:27.824000,0 days 01:48:26.937000,0 days 01:48:55.386000,0 days 01:49:23.210000,315.0,312.0,311.0,319.0,True,HARD,4.0,False,Aston Martin,0 days 01:47:59.491000,2024-09-01 13:55:43.410,1,13.0,False,,False,True
0 days 01:50:47.041000,ALO,14,0 days 00:01:23.847000,38.0,3.0,,,0 days 00:00:27.472000,0 days 00:00:28.537000,0 days 00:00:27.838000,0 days 01:49:50.682000,0 days 01:50:19.219000,0 days 01:50:47.057000,316.0,314.0,313.0,321.0,False,HARD,5.0,False,Aston Martin,0 days 01:49:23.194000,2024-09-01 13:57:07.113,1,13.0,False,,False,True
0 days 01:52:10.811000,ALO,14,0 days 00:01:23.770000,39.0,3.0,,,0 days 00:00:27.414000,0 days 00:00:28.622000,0 days 00:00:27.734000,0 days 01:51:14.471000,0 days 01:51:43.093000,0 days 01:52:10.827000,317.0,316.0,313.0,324.0,False,HARD,6.0,False,Aston Martin,0 days 01:50:47.041000,2024-09-01 13:58:30.960,1,13.0,False,,False,True
0 days 01:53:34.494000,ALO,14,0 days 00:01:23.683000,40.0,3.0,,,0 days 00:00:27.398000,0 days 00:00:28.521000,0 days 00:00:27.764000,0 days 01:52:38.225000,0 days 01:53:06.746000,0 days 01:53:34.510000,,317.0,314.0,323.0,True,HARD,7.0,False,Aston Martin,0 days 01:52:10.811000,2024-09-01 13:59:54.730,1,13.0,False,,False,True
0 days 01:54:58.316000,ALO,14,0 days 00:01:23.822000,41.0,3.0,,,0 days 00:00:27.354000,0 days 00:00:28.585000,0 days 00:00:27.883000,0 days 01:54:01.864000,0 days 01:54:30.449000,0 days 01:54:58.332000,319.0,318.0,315.0,324.0,False,HARD,8.0,False,Aston Martin,0 days 01:53:34.494000,2024-09-01 14:01:18.413,1,13.0,False,,False,True
0 days 01:56:21.953000,ALO,14,0 days 00:01:23.637000,42.0,3.0,,,0 days 00:00:27.363000,0 days 00:00:28.500000,0 days 00:00:27.774000,0 days 01:55:25.695000,0 days 01:55:54.195000,0 days 01:56:21.969000,,329.0,316.0,325.0,True,HARD,9.0,False,Aston Martin,0 days 01:54:58.316000,2024-09-01 14:02:42.235,1,13.0,False,,False,True
0 days 01:57:45.634000,ALO,14,0 days 00:01:23.681000,43.0,3.0,,,0 days 00:00:27.266000,0 days 00:00:28.682000,0 days 00:00:27.733000,0 days 01:56:49.235000,0 days 01:57:17.917000,0 days 01:57:45.650000,313.0,315.0,314.0,356.0,False,HARD,10.0,False,Aston Martin,0 days 01:56:21.953000,2024-09-01 14:04:05.872,1,12.0,False,,False,True
0 days 01:59:09.163000,ALO,14,0 days 00:01:23.529000,44.0,3.0,,,0 days 00:00:27.417000,0 days 00:00:28.440000,0 days 00:00:27.672000,0 days 01:58:13.067000,0 days 01:58:41.507000,0 days 01:59:09.179000,319.0,318.0,314.0,323.0,True,HARD,11.0,False,Aston Martin,0 days 01:57:45.634000,2024-09-01 14:05:29.553,1,12.0,False,,False,True
0 days 02:00:32.647000,ALO,14,0 days 00:01:23.484000,45.0,3.0,,,0 days 00:00:27.352000,0 days 00:00:28.464000,0 days 00:00:27.668000,0 days 01:59:36.531000,0 days 02:00:04.995000,0 days 02:00:32.663000,320.0,319.0,317.0,325.0,True,HARD,12.0,False,Aston Martin,0 days 01:59:09.163000,2024-09-01 14:06:53.082,1,12.0,False,,False,True
0 days 02:01:55.591000,ALO,14,0 days 00:01:22.944000,46.0,3.0,,,0 days 00:00:27.073000,0 days 00:00:28.365000,0 days 00:00:27.506000,0 days 02:00:59.736000,0 days 02:01:28.101000,0 days 02:01:55.607000,315.0,315.0,313.0,338.0,True,HARD,13.0,False,Aston Martin,0 days 02:00:32.647000,2024-09-01 14:08:16.566,1,11.0,False,,False,True
0 days 02:03:18.812000,ALO,14,0 days 00:01:23.221000,47.0,3.0,,,0 days 00:00:27.393000,0 days 00:00:28.327000,0 days 00:00:27.501000,0 days 02:02:23,0 days 02:02:51.327000,0 days 02:03:18.828000,313.0,317.0,314.0,322.0,False,HARD,14.0,False,Aston Martin,0 days 02:01:55.591000,2024-09-01 14:09:39.510,1,11.0,False,,False,True
0 days 02:04:42.057000,ALO,14,0 days 00:01:23.245000,48.0,3.0,,,0 days 00:00:27.312000,0 days 00:00:28.373000,0 days 00:00:27.560000,0 days 02:03:46.140000,0 days 02:04:14.513000,0 days 02:04:42.073000,316.0,316.0,314.0,323.0,False,HARD,15.0,False,Aston Martin,0 days 02:03:18.812000,2024-09-01 14:11:02.731,1,11.0,False,,False,True
0 days 02:06:05.582000,ALO,14,0 days 00:01:23.525000,49.0,3.0,,,0 days 00:00:27.385000,0 days 00:00:28.457000,0 days 00:00:27.683000,0 days 02:05:09.458000,0 days 02:05:37.915000,0 days 02:06:05.598000,318.0,316.0,314.0,,False,HARD,16.0,False,Aston Martin,0 days 02:04:42.057000,2024-09-01 14:12:25.976,1,11.0,False,,False,True
0 days 02:07:29.093000,ALO,14,0 days 00:01:23.511000,50.0,3.0,,,0 days 00:00:27.427000,0 days 00:00:28.412000,0 days 00:00:27.672000,0 days 02:06:33.025000,0 days 02:07:01.437000,0 days 02:07:29.109000,319.0,318.0,315.0,324.0,False,HARD,17.0,False,Aston Martin,0 days 02:06:05.582000,2024-09-01 14:13:49.501,1,11.0,False,,False,True
0 days 02:08:52.561000,ALO,14,0 days 00:01:23.468000,51.0,3.0,,,0 days 00:00:27.463000,0 days 00:00:28.459000,0 days 00:00:27.546000,0 days 02:07:56.572000,0 days 02:08:25.031000,0 days 02:08:52.577000,313.0,318.0,315.0,,False,HARD,18.0,False,Aston Martin,0 days 02:07:29.093000,2024-09-01 14:15:13.012,1,11.0,False,,False,True
0 days 02:10:16.322000,ALO,14,0 days 00:01:23.761000,52.0,3.0,,,0 days 00:00:27.419000,0 days 00:00:28.553000,0 days 00:00:27.789000,0 days 02:09:19.996000,0 days 02:09:48.549000,0 days 02:10:16.338000,318.0,318.0,314.0,327.0,False,HARD,19.0,False,Aston Martin,0 days 02:08:52.561000,2024-09-01 14:16:36.480,1,11.0,False,,False,True
0 days 02:11:40.008000,ALO,14,0 days 00:01:23.686000,53.0,3.0,,,0 days 00:00:27.435000,0 days 00:00:28.394000,0 days 00:00:27.857000,0 days 02:10:43.773000,0 days 02:11:12.167000,0 days 02:11:40.024000,320.0,319.0,314.0,328.0,False,HARD,20.0,False,Aston Martin,0 days 02:10:16.322000,2024-09-01 14:18:00.241,1,11.0,False,,False,True
0 days 00:57:26.671000,COL,43,0 days 00:01:35.885000,1.0,1.0,,,,0 days 00:00:32.713000,0 days 00:00:30.295000,,0 days 00:56:56.502000,0 days 00:57:26.806000,327.0,319.0,324.0,263.0,False,MEDIUM,1.0,True,Williams,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,18.0,False,,False,False
0 days 00:58:54.516000,COL,43,0 days 00:01:27.845000,2.0,1.0,,,0 days 00:00:28.352000,0 days 00:00:30.598000,0 days 00:00:28.895000,0 days 00:57:55.007000,0 days 00:58:25.605000,0 days 00:58:54.500000,325.0,340.0,312.0,332.0,True,MEDIUM,2.0,True,Williams,0 days 00:57:26.671000,2024-09-01 13:05:10.590,1,17.0,False,,False,True
0 days 01:00:21.094000,COL,43,0 days 00:01:26.578000,3.0,1.0,,,0 days 00:00:27.636000,0 days 00:00:30.238000,0 days 00:00:28.704000,0 days 00:59:22.136000,0 days 00:59:52.374000,0 days 01:00:21.078000,320.0,338.0,314.0,334.0,True,MEDIUM,3.0,True,Williams,0 days 00:58:54.516000,2024-09-01 13:06:38.435,1,17.0,False,,False,True
0 days 01:01:47.344000,COL,43,0 days 00:01:26.250000,4.0,1.0,,,0 days 00:00:27.686000,0 days 00:00:29.802000,0 days 00:00:28.762000,0 days 01:00:48.764000,0 days 01:01:18.566000,0 days 01:01:47.328000,316.0,334.0,311.0,344.0,True,MEDIUM,4.0,True,Williams,0 days 01:00:21.094000,2024-09-01 13:08:05.013,1,17.0,False,,False,True
0 days 01:03:14.495000,COL,43,0 days 00:01:27.151000,5.0,1.0,,,0 days 00:00:27.685000,0 days 00:00:30.569000,0 days 00:00:28.897000,0 days 01:02:15.013000,0 days 01:02:45.582000,0 days 01:03:14.479000,320.0,332.0,310.0,,False,MEDIUM,5.0,True,Williams,0 days 01:01:47.344000,2024-09-01 13:09:31.263,1,15.0,False,,False,True
0 days 01:04:40.552000,COL,43,0 days 00:01:26.057000,6.0,1.0,,,0 days 00:00:27.633000,0 days 00:00:29.362000,0 days 00:00:29.062000,0 days 01:03:42.112000,0 days 01:04:11.474000,0 days 01:04:40.536000,315.0,320.0,309.0,342.0,True,MEDIUM,6.0,True,Williams,0 days 01:03:14.495000,2024-09-01 13:10:58.414,1,15.0,False,,False,True
0 days 01:06:07.756000,COL,43,0 days 00:01:27.204000,7.0,1.0,,,0 days 00:00:28.513000,0 days 00:00:29.885000,0 days 00:00:28.806000,0 days 01:05:09.049000,0 days 01:05:38.934000,0 days 01:06:07.740000,318.0,332.0,311.0,317.0,False,MEDIUM,7.0,True,Williams,0 days 01:04:40.552000,2024-09-01 13:12:24.471,1,16.0,False,,False,True
0 days 01:07:34.141000,COL,43,0 days 00:01:26.385000,8.0,1.0,,,0 days 00:00:27.774000,0 days 00:00:29.618000,0 days 00:00:28.993000,0 days 01:06:35.514000,0 days 01:07:05.132000,0 days 01:07:34.125000,315.0,320.0,309.0,337.0,False,MEDIUM,8.0,True,Williams,0 days 01:06:07.756000,2024-09-01 13:13:51.675,1,16.0,False,,False,True
0 days 01:09:00.363000,COL,43,0 days 00:01:26.222000,9.0,1.0,,,0 days 00:00:27.779000,0 days 00:00:29.555000,0 days 00:00:28.888000,0 days 01:08:01.904000,0 days 01:08:31.459000,0 days 01:09:00.347000,316.0,321.0,310.0,331.0,False,MEDIUM,9.0,True,Williams,0 days 01:07:34.141000,2024-09-01 13:15:18.060,1,16.0,False,,False,True
0 days 01:10:26.652000,COL,43,0 days 00:01:26.289000,10.0,1.0,,,0 days 00:00:27.760000,0 days 00:00:29.706000,0 days 00:00:28.823000,0 days 01:09:28.107000,0 days 01:09:57.813000,0 days 01:10:26.636000,317.0,322.0,311.0,,False,MEDIUM,10.0,True,Williams,0 days 01:09:00.363000,2024-09-01 13:16:44.282,1,15.0,False,,False,True
0 days 01:11:53.259000,COL,43,0 days 00:01:26.607000,11.0,1.0,,,0 days 00:00:27.883000,0 days 00:00:29.614000,0 days 00:00:29.110000,0 days 01:10:54.519000,0 days 01:11:24.133000,0 days 01:11:53.243000,,318.0,309.0,,False,MEDIUM,11.0,True,Williams,0 days 01:10:26.652000,2024-09-01 13:18:10.571,1,15.0,False,,False,True
0 days 01:13:19.759000,COL,43,0 days 00:01:26.500000,12.0,1.0,,,0 days 00:00:27.910000,0 days 00:00:29.617000,0 days 00:00:28.973000,0 days 01:12:21.153000,0 days 01:12:50.770000,0 days 01:13:19.743000,316.0,317.0,309.0,325.0,False,MEDIUM,12.0,True,Williams,0 days 01:11:53.259000,2024-09-01 13:19:37.178,1,13.0,False,,False,True
0 days 01:14:46.169000,COL,43,0 days 00:01:26.410000,13.0,1.0,,,0 days 00:00:27.900000,0 days 00:00:29.546000,0 days 00:00:28.964000,0 days 01:13:47.643000,0 days 01:14:17.189000,0 days 01:14:46.153000,313.0,315.0,309.0,326.0,False,MEDIUM,13.0,True,Williams,0 days 01:13:19.759000,2024-09-01 13:21:03.678,1,12.0,False,,False,True
0 days 01:16:13.099000,COL,43,0 days 00:01:26.930000,14.0,1.0,,,0 days 00:00:27.986000,0 days 00:00:29.857000,0 days 00:00:29.087000,0 days 01:15:14.139000,0 days 01:15:43.996000,0 days 01:16:13.083000,314.0,314.0,309.0,327.0,False,MEDIUM,14.0,True,Williams,0 days 01:14:46.169000,2024-09-01 13:22:30.088,1,12.0,False,,False,True
0 days 01:17:39.771000,COL,43,0 days 00:01:26.672000,15.0,1.0,,,0 days 00:00:27.890000,0 days 00:00:29.739000,0 days 00:00:29.043000,0 days 01:16:40.973000,0 days 01:17:10.712000,0 days 01:17:39.755000,315.0,316.0,309.0,326.0,False,MEDIUM,15.0,True,Williams,0 days 01:16:13.099000,2024-09-01 13:23:57.018,1,11.0,False,,False,True
